aesthetic-intel.com	200	https://aesthetic-intel.com/	aesthetic-intel.com
afivestarsmile.com	200	https://afivestarsmile.com/	afivestarsmile.com
americanprep.org	200	https://www.americanprep.org/	americanprep.org
apexfit.com	200	https://apexfit.com/	apexfit.com
artspahouse.com	200	https://artspahouse.com/	artspahouse.com
ascentintegrativemedicine.com	200	https://ascentintegrativemedicine.com/	ascentintegrativemedicine.com
azorthopedic.com	200	https://azorthopedic.com/	azorthopedic.com
bluesparkhealth.com	200	https://bluesparkhealth.com/	bluesparkhealth.com
bodyrevolutionwellness.com	200	https://bodyrevolutionwellness.com/	bodyrevolutionwellness.com
cachevalleyent.com	200	https://cachevalleyent.com/	cachevalleyent.com
calhounhealthandspine.com	200	https://www.calhounhealthandspine.com/	calhounhealthandspine.com
charissfamilyclinic.com	000	https://charissfamilyclinic.com/	charissfamilyclinic.com
chiweilinmd.com	000	https://chiweilinmd.com/	chiweilinmd.com
colleenmaherartistry.com	200	https://colleenmaherartistry.com/	colleenmaherartistry.com
coreaestheticstraining.com	200	https://coreaestheticstraining.com/	coreaestheticstraining.com
corlettexpress.com	200	https://corlettexpress.com/	corlettexpress.com
courses.myaestheticinstitute.com	200	https://courses.myaestheticinstitute.com/bedside-to-beautified/	courses.myaestheticinstitute.com
covecreek.com	000	https://covecreek.com/	covecreek.com
deeplyvitalmedical.com	200	https://deeplyvitalmedical.com/	deeplyvitalmedical.com
drgrossman.com	200	https://drgrossman.com/	drgrossman.com
drjosephfield.com	200	https://drjosephfield.com/	drjosephfield.com
drpravinsuryawanshi.com	200	https://drpravinsuryawanshi.com/	drpravinsuryawanshi.com
edenmedspatx.com	000	https://edenmedspatx.com/	edenmedspatx.com
elev8wellnesscenter.com	200	https://www.elev8wellnesscenter.com/	elev8wellnesscenter.com
equilibrium-handtherapy.com	200	https://equilibrium-handtherapy.com/	equilibrium-handtherapy.com
faceitlive.org	200	https://faceitlive.org/	faceitlive.org
faithfamhealth.com	200	https://faithfamhealth.com/	faithfamhealth.com
fsdpa.org	200	https://fsdpa.org/	fsdpa.org
g99.com	000	https://g99.com/	g99.com
glamournailsandspa.com	200	https://glamournailsandspa.com/	glamournailsandspa.com
healthandwellnessmedicalservices.com	200	https://healthandwellnessmedicalservices.com/	healthandwellnessmedicalservices.com
highlandshealthandwellness.com	200	https://highlandshealthandwellness.com/	highlandshealthandwellness.com
hudson-pt.com	200	https://hudson-pt.com/	hudson-pt.com
instituteforpainrelief.com	200	https://instituteforpainrelief.com/	instituteforpainrelief.com
integrityfootandankle.com	200	https://integrityfootandankle.com/	integrityfootandankle.com
jimenezgastro.com	200	https://jimenezgastro.com/	jimenezgastro.com
jumpstartmedical.care	200	https://jumpstartmedical.care/	jumpstartmedical.care
lavidaai.com	200	https://lavidaai.com/	lavidaai.com
lumify.com	200	https://lumify.com/	lumify.com
maisondezenbk.com	000	https://maisondezenbk.com/	maisondezenbk.com
mandalynacademy.com	200	https://mandalynacademy.com/	mandalynacademy.com
mattslocalpharmacy.com	200	https://www.mattslocalpharmacy.com/	mattslocalpharmacy.com
mavenaesthetics.com	200	https://mavenaesthetics.com/	mavenaesthetics.com
medspabroomfield.com	200	https://thenaturalplacemedspa.com/	thenaturalplacemedspa.com
microscalpclinic.com	000	https://microscalpclinic.com/	microscalpclinic.com
neosaestheticacademy.com	200	https://neosaestheticacademy.com/	neosaestheticacademy.com
niloura.com	200	https://niloura.com/	niloura.com
nursemarni.com	401	https://www.nursemarni.com/	nursemarni.com
orthoifyortho.com	200	https://orthoifyortho.com/	orthoifyortho.com
ovillamed.com	200	https://ovillamed.com/	ovillamed.com
pacific-obgyn.com	200	https://pacific-obgyn.com/	pacific-obgyn.com
paramountspecialtytraining.com	200	https://injectionhealthinstitute.com/	injectionhealthinstitute.com
poonamedicalspa.com	000	https://poonamedicalspa.com/	poonamedicalspa.com
ravissantehealth.com	200	https://fitfutureclinic.com/	fitfutureclinic.com
reevaspa.com	000	https://reevaspa.com/	reevaspa.com
reshapehealthclinic.com	200	https://reshapehealthclinic.com/	reshapehealthclinic.com
reviveketaminecenters.com	200	https://reviveketaminecenters.com/	reviveketaminecenters.com
rockymountainsnowmobile.com	200	https://rockymountainsnowmobile.com/	rockymountainsnowmobile.com
rumaacademy.com	200	https://rumaacademy.com/	rumaacademy.com
saiassethics.com	000	https://saiassethics.com/	saiassethics.com
santosh.yoga	200	https://santosh.yoga/	santosh.yoga
skinandaura.com	200	https://skinandaura.com/	skinandaura.com
slsaesthetics.com	404	https://slsaesthetics.com/	slsaesthetics.com
smilevirtual.com	200	https://www.smilevirtual.com/	smilevirtual.com
southernazlaw.com	200	https://southernazlaw.com/	southernazlaw.com
syringescience.com	200	https://syringescience.com/	syringescience.com
texasveinandvascular.com	200	https://texasveinandvascular.com/	texasveinandvascular.com
thewinnerschool.com	200	https://thewinnerschool.com/	thewinnerschool.com
totalmskcare.com	200	https://totalmskcare.com/	totalmskcare.com
trinitylongevitycenters.com	200	https://trinitylongevitycenters.com/	trinitylongevitycenters.com
utahtitle.com	200	https://utahtitle.com/	utahtitle.com
vanityskinaesthetic.com	200	https://www.instagram.com/injector__kimk/	instagram.com
wellnesslifezone.com	200	https://wellnesslifezone.com/	wellnesslifezone.com
zenithwellness.org	200	https://zenithwellness.org/	zenithwellness.org
